0.38464,1.0752,1.4553,1.5015,1.4238,1.3035,1.1344,0.94603,0.77028,0.59573,0.38236,0.10018,-0.22257,-0.47392,-0.53287,-0.39637,-0.16397,0.073904,0.27358,0.41907,0.51055,0.56711,0.61953,0.68865,0.7656,0.82189,0.82841,0.77289,0.65983,0.50272,0.31758,0.11969,-0.075076,-0.24742,-0.3777,-0.45367,-0.47392,-0.45124,-0.40671,-0.36471,-0.34684,-0.36518,-0.41326,-0.46226,-0.47103,-0.40267,-0.25064,-0.03892,0.1882,0.37763,0.48758,0.49904,0.42471,0.30779,0.20855,0.18365,0.26394,0.43892,0.65777,0.84664,0.9322,0.86688,0.6545,0.36014,0.091234,-0.051662,-0.024994,0.13717,0.35888,0.55647,0.66458,0.65073,0.52154,0.31723,0.093526,-0.10076,-0.23444,-0.29949,-0.30464,-0.26642
0.34689,0.99714,1.3828,1.4575,1.4064,1.3076,1.1572,0.98257,0.81242,0.63461,0.41196,0.12034,-0.20524,-0.44739,-0.48761,-0.33252,-0.087585,0.15743,0.36256,0.51529,0.61569,0.67998,0.73699,0.80628,0.87913,0.92687,0.92175,0.85282,0.72607,0.55698,0.36413,0.1632,-0.0295,-0.20164,-0.33806,-0.42713,-0.46403,-0.45618,-0.42265,-0.38416,-0.36011,-0.36127,-0.38496,-0.41194,-0.41298,-0.35954,-0.24218,-0.072795,0.11881,0.2889,0.40124,0.43602,0.40111,0.33095,0.27759,0.28357,0.36958,0.52212,0.69528,0.82236,0.84186,0.71512,0.45391,0.13246,-0.13391,-0.24584,-0.17552,0.030353,0.28673,0.51036,0.64275,0.65822,0.56501,0.39872,0.20759,0.037574,-0.086504,-0.15315,-0.1662,-0.13879
0.29856,0.88333,1.2688,1.3776,1.3589,1.2842,1.1539,0.99475,0.83218,0.65431,0.42745,0.13344,-0.18561,-0.40992,-0.42709,-0.25346,0.0030057,0.25563,0.46765,0.62817,0.73771,0.81121,0.87478,0.94476,1.0121,1.0485,1.0283,0.94333,0.80116,0.6201,0.42029,0.21996,0.031613,-0.13641,-0.2754,-0.37408,-0.42746,-0.4408,-0.42723,-0.40211,-0.37666,-0.35913,-0.35228,-0.35252,-0.34622,-0.31899,-0.25363,-0.14656,-0.01251,0.12624,0.23589,0.29605,0.3089,0.29942,0.30164,0.34659,0.44377,0.57475,0.69604,0.75259,0.69095,0.48868,0.17585,-0.15921,-0.40104,-0.46668,-0.3469,-0.10293,0.18034,0.42717,0.5852,0.63198,0.57692,0.45449,0.30851,0.17472,0.077367,0.022606,0.0062181,0.018793
0.2657,0.79347,1.1726,1.3037,1.3064,1.2463,1.1274,0.97748,0.82061,0.64544,0.4207,0.13166,-0.17617,-0.38357,-0.38492,-0.20163,0.06053,0.31781,0.53397,0.69795,0.81123,0.88951,0.95722,1.0276,1.091,1.1197,1.0895,0.99357,0.84189,0.65318,0.45022,0.25216,0.069256,-0.092739,-0.2295,-0.33287,-0.3981,-0.42851,-0.43265,-0.42061,-0.39745,-0.36869,-0.33972,-0.31819,-0.30793,-0.29868,-0.2771,-0.22868,-0.14629,-0.043765,0.058877,0.14093,0.19545,0.23279,0.27874,0.35087,0.453,0.5675,0.65677,0.67102,0.56882,0.33474,0.0040531,-0.33154,-0.55667,-0.5947,-0.44842,-0.18707,0.10519,0.35625,0.52061,0.58226,0.55269,0.46284,0.34985,0.24581,0.16798,0.12327,0.10992,0.12076
0.22823,0.67173,1.0337,1.1891,1.2159,1.1706,1.0622,0.92152,0.77239,0.60393,0.38753,0.11264,-0.1728,-0.35411,-0.3363,-0.14406,0.12248,0.38331,0.60185,0.76675,0.88108,0.96216,1.0335,1.1061,1.1659,1.1856,1.1433,1.0334,0.8674,0.66806,0.46044,0.26535,0.092906,-0.057173,-0.1858,-0.29203,-0.37155,-0.42443,-0.45251,-0.45613,-0.43413,-0.38714,-0.33087,-0.28927,-0.27991,-0.30625,-0.34899,-0.37901,-0.37213,-0.3159,-0.223,-0.11689,-0.014734,0.083403,0.18267,0.29423,0.41445,0.52285,0.58526,0.56338,0.42528,0.16755,-0.16442,-0.47728,-0.6671,-0.67606,-0.51925,-0.26305,0.016152,0.25622,0.41827,0.48963,0.48283,0.42724,0.35511,0.29115,0.24558,0.22206,0.21801,0.22853
0.19835,0.55099,0.88599,1.0586,1.1042,1.0689,0.96665,0.83151,0.69001,0.53127,0.32859,0.075333,-0.1797,-0.33121,-0.29559,-0.097218,0.16979,0.42963,0.64661,0.80914,0.92155,1.0032,1.0767,1.1483,1.202,1.2109,1.1557,1.0331,0.85556,0.64624,0.43239,0.23673,0.070466,-0.06749,-0.18331,-0.28228,-0.36653,-0.43586,-0.48519,-0.50407,-0.48083,-0.41658,-0.33483,-0.27452,-0.26899,-0.32722,-0.43106,-0.54281,-0.61751,-0.62336,-0.55295,-0.42569,-0.27074,-0.11048,0.048163,0.2001,0.33687,0.44146,0.4891,0.45284,0.3112,0.070501,-0.22443,-0.49218,-0.64794,-0.64845,-0.50809,-0.28664,-0.047158,0.15902,0.30098,0.37024,0.37895,0.35204,0.31551,0.28706,0.27344,0.27534,0.28855,0.30734
0.18043,0.46239,0.77107,0.95177,1.0081,0.97753,0.87745,0.74538,0.60922,0.45929,0.27019,0.037911,-0.18965,-0.31581,-0.26596,-0.064675,0.19999,0.45591,0.66796,0.82535,0.93429,1.0148,1.0874,1.1553,1.202,1.2018,1.137,1.0054,0.8198,0.60246,0.38219,0.18434,0.021515,-0.10677,-0.21056,-0.30035,-0.38338,-0.45966,-0.52018,-0.54607,-0.51932,-0.43858,-0.33504,-0.25946,-0.25536,-0.33601,-0.48346,-0.65414,-0.79023,-0.84411,-0.79349,-0.6548,-0.46655,-0.26421,-0.068521,0.10822,0.25683,0.36456,0.41348,0.38127,0.25872,0.050514,-0.20428,-0.43578,-0.57177,-0.5753,-0.46261,-0.27615,-0.071855,0.10348,0.22213,0.27909,0.28921,0.27689,0.26347,0.26106,0.26974,0.28801,0.31171,0.33692
0.16128,0.3475,0.61406,0.79888,0.86534,0.8388,0.7395,0.61058,0.48181,0.34534,0.17913,-0.018637,-0.20416,-0.29285,-0.22321,-0.019826,0.23841,0.48534,0.68686,0.83326,0.93337,1.0081,1.0753,1.1352,1.1702,1.1565,1.0782,0.93353,0.73441,0.50492,0.27473,0.073419,-0.082758,-0.19594,-0.28127,-0.3553,-0.43021,-0.50671,-0.57192,-0.59929,-0.5618,-0.45646,-0.32126,-0.22179,-0.21345,-0.31697,-0.51206,-0.74704,-0.95427,-1.0658,-1.0475,-0.91065,-0.69887,-0.45967,-0.22823,-0.023688,0.14152,0.25689,0.31176,0.29753,0.20727,0.052741,-0.13293,-0.29955,-0.39994,-0.41096,-0.33867,-0.21417,-0.075359,0.044704,0.12528,0.16291,0.1708,0.17017,0.17832,0.20015,0.23663,0.27892,0.31965,0.35382
0.14956,0.26436,0.49419,0.67668,0.74834,0.72393,0.6252,0.49864,0.37619,0.25129,0.10559,-0.061958,-0.21237,-0.27121,-0.18665,0.016451,0.26751,0.50611,0.69876,0.83494,0.92499,0.99172,1.0517,1.1025,1.1254,1.0987,1.0079,0.85255,0.64416,0.40684,0.17172,-0.031309,-0.18313,-0.28604,-0.35561,-0.41437,-0.4774,-0.54769,-0.60916,-0.63099,-0.58029,-0.45395,-0.29373,-0.17307,-0.15567,-0.2628,-0.47652,-0.74364,-0.98994,-1.1432,-1.1566,-1.0341,-0.82061,-0.57156,-0.32902,-0.11811,0.048675,0.16509,0.22697,0.23082,0.17601,0.070844,-0.061639,-0.18537,-0.26471,-0.28032,-0.23739,-0.15232,-0.055062,0.027664,0.07921,0.098187,0.097603,0.096596,0.10987,0.14351,0.19017,0.24419,0.29794,0.34531
0.13526,0.15783,0.33163,0.50459,0.58032,0.55941,0.46356,0.34257,0.22995,0.12381,0.0095645,-0.11331,-0.21306,-0.23055,-0.12682,0.073432,0.31195,0.53727,0.71678,0.83831,0.91286,0.96454,1.0086,1.0402,1.0418,0.99364,0.88491,0.71538,0.49783,0.25338,0.01352,-0.18949,-0.3356,-0.42157,-0.46594,-0.49727,-0.53878,-0.59547,-0.64669,-0.65375,-0.57791,-0.41707,-0.22191,-0.074518,-0.040267,-0.14138,-0.35615,-0.63281,-0.90269,-1.0917,-1.1487,-1.0663,-0.88267,-0.65268,-0.42652,-0.23116,-0.077496,0.032537,0.10042,0.12585,0.117,0.077114,0.016514,-0.047922,-0.096492,-0.11428,-0.095806,-0.054979,-0.0059137,0.032561,0.047715,0.039446,0.02088,0.011004,0.023995,0.063353,0.12253,0.19065,0.25711,0.31415
