-0.72868,-0.73337,-0.69867,-0.54926,-0.37465,-0.25127,-0.18415,-0.17964,-0.25222,-0.37216,-0.45105,-0.38965,-0.1531,0.20762,0.59675,0.92256,1.1256,1.1939,1.1601,1.0795,1.0006,0.93791,0.85834,0.68975,0.36244,-0.12402,-0.66235,-1.0903,-1.3143,-1.3646,-1.3339,-1.2738,-1.1615,-0.9241,-0.50814,0.05083,0.62594,1.0688,1.287,1.2712,1.0739,0.77498,0.45228,0.16857,-0.0364,-0.15385,-0.20265,-0.22057,-0.24473,-0.29052,-0.34542,-0.37893,-0.36578,-0.30559,-0.22777,-0.17798,-0.20211,-0.32688,-0.53922,-0.77484,-0.94242,-0.97495,-0.87215,-0.6921,-0.50702,-0.36601,-0.28214,-0.24233,-0.22195,-0.19988,-0.16568,-0.1165,-0.050251,0.037265,0.14823,0.27839,0.41412,0.54281,0.65549,0.74849
-0.69041,-0.73648,-0.7366,-0.58705,-0.39153,-0.25599,-0.1946,-0.19874,-0.26722,-0.37087,-0.43361,-0.36616,-0.13318,0.22138,0.60555,0.92398,1.1164,1.1726,1.1267,1.0352,0.94883,0.88465,0.80985,0.65038,0.33603,-0.13192,-0.64415,-1.0459,-1.2535,-1.3031,-1.283,-1.2416,-1.1549,-0.95164,-0.57553,-0.053273,0.49795,0.9343,1.1629,1.1709,1.0067,0.74484,0.45955,0.21207,0.041612,-0.038779,-0.048063,-0.02511,-0.0085604,-0.021441,-0.056984,-0.090431,-0.098054,-0.075728,-0.040073,-0.027803,-0.076766,-0.20911,-0.41277,-0.63427,-0.79797,-0.84776,-0.78293,-0.64887,-0.5023,-0.38229,-0.30108,-0.25042,-0.21445,-0.18191,-0.14829,-0.1109,-0.063095,0.0055712,0.10228,0.2235,0.3569,0.48714,0.60277,0.69814
-0.63278,-0.72298,-0.76126,-0.6096,-0.38685,-0.23564,-0.18152,-0.20297,-0.27697,-0.37042,-0.41957,-0.35045,-0.12627,0.21758,0.59053,0.89713,1.0768,1.1193,1.0602,0.95783,0.86351,0.79408,0.71779,0.56318,0.26301,-0.17681,-0.6481,-1.0032,-1.1768,-1.2157,-1.2042,-1.1858,-1.1354,-0.98301,-0.66882,-0.20827,0.29679,0.71139,0.9453,0.9822,0.86479,0.65985,0.43363,0.24149,0.12185,0.087823,0.12463,0.19518,0.25827,0.28726,0.27942,0.25171,0.22568,0.2114,0.20349,0.18074,0.11752,-0.0027798,-0.1734,-0.35834,-0.50639,-0.57864,-0.57056,-0.50811,-0.42666,-0.3514,-0.28983,-0.23889,-0.19304,-0.15203,-0.11912,-0.094161,-0.067798,-0.023279,0.053271,0.16241,0.28981,0.41849,0.53418,0.62931
-0.58607,-0.69926,-0.76018,-0.60785,-0.36742,-0.20302,-0.15548,-0.19267,-0.27705,-0.36965,-0.41496,-0.34738,-0.13143,0.20116,0.5625,0.85804,1.027,1.0606,0.99474,0.88694,0.78667,0.71029,0.62724,0.46981,0.17658,-0.23955,-0.66836,-0.97612,-1.1161,-1.1444,-1.141,-1.14,-1.1144,-0.99729,-0.73253,-0.32739,0.12971,0.51733,0.74748,0.80248,0.71927,0.55787,0.37864,0.23156,0.15086,0.15037,0.21642,0.31527,0.40769,0.46547,0.48109,0.46497,0.43465,0.40335,0.37158,0.33005,0.26356,0.16016,0.022001,-0.12876,-0.25862,-0.34129,-0.37129,-0.36257,-0.33494,-0.30104,-0.26266,-0.21856,-0.17073,-0.12746,-0.097761,-0.082705,-0.070441,-0.040394,0.024,0.12401,0.24647,0.37111,0.48311,0.57524
-0.52047,-0.6527,-0.7362,-0.58433,-0.32514,-0.14639,-0.10468,-0.16422,-0.26696,-0.36575,-0.41114,-0.34715,-0.1437,0.16986,0.51006,0.78493,0.93638,0.95819,0.88623,0.77473,0.6693,0.58362,0.48756,0.31919,0.032101,-0.34713,-0.70718,-0.94032,-1.0307,-1.0442,-1.0498,-1.0687,-1.0708,-0.99791,-0.80091,-0.47906,-0.098603,0.23954,0.45569,0.52831,0.48549,0.3781,0.25751,0.16682,0.13551,0.17476,0.2743,0.40545,0.53217,0.62597,0.67354,0.67803,0.65231,0.61031,0.55989,0.50269,0.43524,0.35317,0.25624,0.15079,0.049494,-0.037182,-0.10622,-0.16018,-0.20065,-0.22355,-0.22067,-0.19205,-0.14644,-0.10138,-0.073051,-0.066015,-0.068286,-0.056237,-0.008903,0.078389,0.19132,0.31039,0.41884,0.50747
-0.45309,-0.59273,-0.68966,-0.54377,-0.27309,-0.08185,-0.04463,-0.12381,-0.24656,-0.35591,-0.40384,-0.34403,-0.15293,0.13907,0.45074,0.69642,0.82439,0.83167,0.75403,0.64244,0.53708,0.4466,0.34004,0.16387,-0.11358,-0.44839,-0.73416,-0.89151,-0.93537,-0.93482,-0.94621,-0.98005,-1.006,-0.97376,-0.84069,-0.60149,-0.30416,-0.028942,0.15667,0.23173,0.21803,0.15623,0.088267,0.048469,0.06011,0.13279,0.25884,0.41493,0.57027,0.6962,0.77615,0.80691,0.79521,0.75244,0.69127,0.62242,0.55454,0.49115,0.42936,0.36305,0.28729,0.19949,0.10104,-0.0025104,-0.099016,-0.17001,-0.19942,-0.18206,-0.13479,-0.084183,-0.053049,-0.048612,-0.058585,-0.057709,-0.023317,0.049706,0.15072,0.25862,0.35669,0.43606
-0.40259,-0.54116,-0.64418,-0.50471,-0.2324,-0.034534,0.001772,-0.088362,-0.22548,-0.34315,-0.39402,-0.33703,-0.15408,0.11986,0.4064,0.62468,0.7299,0.72383,0.64257,0.53349,0.4321,0.34348,0.23563,0.059003,-0.20593,-0.50413,-0.73356,-0.83818,-0.85111,-0.84292,-0.85935,-0.90361,-0.94503,-0.93768,-0.84495,-0.66189,-0.42711,-0.20557,-0.053306,0.012755,0.010944,-0.024914,-0.060036,-0.067278,-0.02909,0.062963,0.20254,0.37143,0.54409,0.69257,0.79751,0.85036,0.8529,0.81387,0.74817,0.67184,0.60024,0.54261,0.49742,0.45252,0.39386,0.31085,0.20043,0.069951,-0.060606,-0.16198,-0.20857,-0.19574,-0.1418,-0.079676,-0.037918,-0.02742,-0.037666,-0.043549,-0.020834,0.03946,0.12624,0.22234,0.31176,0.38498
-0.33633,-0.46701,-0.57254,-0.44638,-0.18022,0.022395,0.060507,-0.039197,-0.19008,-0.31697,-0.37086,-0.31607,-0.14435,0.10353,0.35077,0.52578,0.5943,0.56603,0.47931,0.37786,0.29044,0.21632,0.12126,-0.040732,-0.27806,-0.52595,-0.68958,-0.7382,-0.72323,-0.7121,-0.7386,-0.7953,-0.85042,-0.86545,-0.81433,-0.69526,-0.53702,-0.38804,-0.28562,-0.24321,-0.24416,-0.26146,-0.26753,-0.24353,-0.17916,-0.071762,0.076079,0.25397,0.4432,0.61955,0.75822,0.84225,0.86575,0.83383,0.76271,0.67543,0.59667,0.5431,0.5139,0.49143,0.44842,0.36633,0.24016,0.081617,-0.080373,-0.20588,-0.26184,-0.2396,-0.16484,-0.078127,-0.014364,0.011246,0.0067098,-0.0035359,0.0060777,0.045885,0.11218,0.18816,0.2589,0.31581
-0.28731,-0.40822,-0.51281,-0.40008,-0.14485,0.057606,0.099585,-0.0016643,-0.15815,-0.28965,-0.34391,-0.28952,-0.12623,0.1002,0.31436,0.45208,0.48813,0.4392,0.34676,0.25362,0.18447,0.13294,0.06089,-0.077851,-0.28624,-0.49709,-0.62242,-0.64429,-0.61973,-0.61323,-0.64833,-0.71181,-0.77102,-0.79437,-0.76312,-0.68281,-0.57568,-0.47734,-0.41536,-0.39711,-0.40794,-0.42172,-0.41591,-0.37748,-0.30217,-0.19135,-0.046293,0.12972,0.32511,0.5185,0.68181,0.79019,0.8306,0.80518,0.7301,0.63325,0.54618,0.4921,0.47243,0.46379,0.43318,0.35361,0.21703,0.038275,-0.14532,-0.28348,-0.33646,-0.29691,-0.19517,-0.079402,0.0097069,0.053426,0.057441,0.044853,0.04197,0.064376,0.10894,0.16484,0.21982,0.26576
-0.22476,-0.32822,-0.42821,-0.33664,-0.10502,0.092238,0.14072,0.045222,-0.11148,-0.24303,-0.29469,-0.24025,-0.088912,0.10582,0.27132,0.35415,0.34246,0.26277,0.1616,0.082176,0.045068,0.036709,0.011972,-0.079309,-0.23876,-0.40198,-0.4922,-0.50056,-0.48322,-0.49245,-0.54139,-0.61052,-0.66788,-0.69009,-0.67205,-0.62361,-0.56736,-0.52454,-0.51281,-0.53023,-0.56259,-0.58612,-0.58224,-0.54192,-0.46709,-0.36314,-0.2309,-0.067393,0.12631,0.33406,0.52503,0.6647,0.72898,0.7133,0.63408,0.52505,0.42781,0.3744,0.36823,0.3793,0.36369,0.28615,0.13686,-0.064377,-0.26993,-0.41746,-0.45758,-0.3872,-0.24378,-0.084223,0.043927,0.11675,0.13597,0.12276,0.10476,0.10188,0.11778,0.14569,0.17581,0.20117
